54d550262976eb866ec3831f455b7f03|Tom musste so sehr lachen, dass er schon kurz vorm Ersticken war.|tom musste so sehr lachen, dass er schon kurz vorm ersticken war.
db3fa643020cc4ab82cb821d79e73814|Wir erleben heute einen großen Sieg der spanischen Demokratie.|wir erleben heute einen großen sieg der spanischen demokratie.
aaa311bd57b6223459b39e792b079ee6|Sie flehte ihn an, nicht zu gehen.|sie flehte ihn an, nicht zu gehen.
84d9778c48949a5b8d1b09dc035ca4e9|Sie haben mir geholfen.|sie haben mir geholfen.
1462b92c2bb92144f26fab988cd7caae|Ich sah die Nachrichten.|ich sah die nachrichten.
08aada831c260b58226551d08c57eec7|Jede Militäreinheit hat eine Standarte.|jede militäreinheit hat eine standarte.
ac9d29dd32cf3124c9169d61636a60ce|Mary sagt, dass sie nicht singen könne.|mary sagt, dass sie nicht singen könne.
47731bb3684680de8e2edc3fb3489cc7|Er stellte sich selbst als Beschützer der Unschuldigen dar.|er stellte sich selbst als beschützer der unschuldigen dar.
9bdc069fe826e1a7f6260d631098fb23|Ich bedaure nur, dass ich noch nie zum Oktoberfest in Deutschland war.|ich bedaure nur, dass ich noch nie zum oktoberfest in deutschland war.
97b0ac2ce92aec949a058849f5621a86|Soziale Einstellungen erfordern oft Generationen, um sich zu ändern.|soziale einstellungen erfordern oft generationen, um sich zu ändern.
32886331d1b9c200f7f2208d60700c9f|Die Rasse bleibt eine starke und oft spaltende Kraft in unserer Gesellschaft.|die rasse bleibt eine starke und oft spaltende kraft in unserer gesellschaft.
a9befe654a495178c935bb989df260c6|Habt ihr jemals Romane eines kanadischen Schriftstellers gelesen?|habt ihr jemals romane eines kanadischen schriftstellers gelesen?
7acf7524c85271f639f4da0bcae9e947|Was juckt es die Eiche, wenn sich die Sau an ihr reibt?|was juckt es die eiche, wenn sich die sau an ihr reibt?
8ebef844e8dd13269f5787d2180df019|Es wäre ja auch nur halb so schlimm, wenn er nicht alles verloren hätte.|es wäre ja auch nur halb so schlimm, wenn er nicht alles verloren hätte.
bcb374b93776ecf4851c922bb73021af|Wer hat die ganzen Weintrauben gegessen?|wer hat die ganzen weintrauben gegessen?
d3f7009b9d377cba7d8d3da964f576fa|Vor etwa 800 Millionen Jahren waren alle Kontinente eins. Diesen Superkontinent nennen wir Rodinia.|vor etwa 800 millionen jahren waren alle kontinente eins. diesen superkontinent nennen wir rodinia.
aa83323c9349756efab876fac33d84f0|Ich verstehe sein Fußballfieber nicht.|ich verstehe sein fußballfieber nicht.
eba423ab55b154c8333836833527c216|Ich bin nicht der Einzige hier, der Französisch sprechen kann.|ich bin nicht der einzige hier, der französisch sprechen kann.
2d2cf00608fb92257cc0dbc3ff9150d5|Die Puerto Ricaner sind amerikanische Staatsbürger.|die puerto ricaner sind amerikanische staatsbürger.
77aabe4827d28fda4633b0679fa9bcfd|Tom zerbrach drei Teller.|tom zerbrach drei teller.
0da8c4c8990a7c1501c86d8518cf8216|Wart ihr im Zug?|wart ihr im zug?
51090f496925778e56689c7ad1af3946|Du musst die Melone im August essen.|du musst die melone im august essen.
3f01d9cfbb02596420d2ee24911bd593|Manch Anwender kann man nur als wahrhaften Witzbold bezeichnen.|manch anwender kann man nur als wahrhaften witzbold bezeichnen.
f46565529e0953d5c12039f6d75770fe|Es gab Kontrollposten.|es gab kontrollposten.
bd3f1d49b87d1bb5d7af0637ef182372|Spanien liegt sowohl im Süden Westeuropas als auch in Nordafrika.|spanien liegt sowohl im süden westeuropas als auch in nordafrika.
8f1f11ed5e3a144e0bc7749a3f5d0944|Man muss zwischen aktiven und passiven Wahlberechtigten unterscheiden.|man muss zwischen aktiven und passiven wahlberechtigten unterscheiden.
3aeda15a93b2365f65aed9a3b07abda1|Als Beilage gibt es Kartoffelpüree.|als beilage gibt es kartoffelpüree.
a7a35fe3f6ff552c87a7b828129285aa|Ohne Bismarck wäre die Einigung Deutschlands nicht möglich gewesen.|ohne bismarck wäre die einigung deutschlands nicht möglich gewesen.
1e38fe3be99aa57ff44ab02910ad75e8|Der Zentrale Wahlausschuss ist das für die Organisation der Wahlen zuständige Organ.|der zentrale wahlausschuss ist das für die organisation der wahlen zuständige organ.
5b4877cfbc326e916a756e3a84dafe53|Tom kam die Treppen herunter gerannt.|tom kam die treppen herunter gerannt.
5e4de1549d105e2b97f9e6c913fe1e85|Danke, dass du mir etwas zu essen gegeben hast, ich war sehr hungrig.|danke, dass du mir etwas zu essen gegeben hast, ich war sehr hungrig.
220c71904303bba9043a5ec5a73df4ad|Ist Tomás wirklich glücklich?|ist tomás wirklich glücklich?
0a29aeb252fb66ca344f9c75b13081a8|Hab Geduld! Alle Dinge sind schwierig, bevor sie einfach werden.|hab geduld! alle dinge sind schwierig, bevor sie einfach werden.
0d95a173b1c469201ec5f6d4d3a64334|Wenn’s um mich geht, dann geht das mich auch etwas an, nicht wahr?|wenn’s um mich geht, dann geht das mich auch etwas an, nicht wahr?
f5faa8295bd3d072c1957178ac8d0895|Warum ziehst du denn die Fäden von der Banane ab? Die enthalten doch die meisten Nährstoffe.|warum ziehst du denn die fäden von der banane ab? die enthalten doch die meisten nährstoffe.
02b3c47317e3988a961d3afbe7c9888f|Sie ist klug.|sie ist klug.
9b7843100c3b653bc6d8198ab560c311|Er isst langsam.|er isst langsam.
ecb71f2a72d8f9f37e44266c91ebab5d|Sie kauft.|sie kauft.
1122f077dbabe165d7b28e4ec98160dc|Menschen sind wie Schallplatten: Nur gut aufgelegt kommen sie über die Runden.|menschen sind wie schallplatten: nur gut aufgelegt kommen sie über die runden.
7e44ca1a9edbe8a096528c6faf6c9189|Jeder sah krank aus.|jeder sah krank aus.
261d4a0bd73a1c2cabde256612d354ee|Maria sucht Dino-Eier auf eBay.|maria sucht dino-eier auf ebay.
f3460908e8468f0145bf79a4bcf0a878|Man brachte ihn ins Seitenaus.|man brachte ihn ins seitenaus.
ba059f40414fa018f1f7996b93b69479|Habe ich mich vielleicht nicht verständlich genug ausgedrückt?|habe ich mich vielleicht nicht verständlich genug ausgedrückt?
cfb86c1f7b64f107b34c192172844760|Wo Unrecht zu Recht wird wird, wird Widerstand zur Pflicht, Gehorsam aber Verbrechen!|wo unrecht zu recht wird wird, wird widerstand zur pflicht, gehorsam aber verbrechen!
301ccd45aab3c1b0a4e5ff6a954d866c|Ich habe gestern eins gesehen.|ich habe gestern eins gesehen.
46d2aee8b78a238b82bcf2e3d0ad6b75|Wir dienen nicht irgendeiner politischen Partei. Wir dienen der Nation.|wir dienen nicht irgendeiner politischen partei. wir dienen der nation.
a29ad51640ef573ea24084febea521f9|„Woher weißt du, dass ich nicht von hier bin?“ – „Das ist offensichtlich.“|„woher weißt du, dass ich nicht von hier bin?“ – „das ist offensichtlich.“
a526efe9bed569373ba93c88becabdf8|Habt ihr fünf Dollar?|habt ihr fünf dollar?
bdcd92bdbb822a0a614a2bee9238413f|Gerstern bin ich einem Nationalisten begegnet.|gerstern bin ich einem nationalisten begegnet.
b6a871744dfa79c03fe93e55ffd9469c|Christus wurde am Mittwoch von Judas verraten und am Freitag gekreuzigt.|christus wurde am mittwoch von judas verraten und am freitag gekreuzigt.
1b2b81b721fade49ed0ea82fb2a1d925|Wann hatte sie versprochen, ihn zu treffen?|wann hatte sie versprochen, ihn zu treffen?
7c5133ba9d28b67a13e36fa5bc956def|Die Besiedelung des Darmes mit Bakterien setzt nach der Geburt ein.|die besiedelung des darmes mit bakterien setzt nach der geburt ein.
ee831a585a66ebbf393f3c5a8aab7ef0|Diebe brachen in das Grüne Gewölbe des Dresdner Schlosses ein.|diebe brachen in das grüne gewölbe des dresdner schlosses ein.
6461320624a7e74fa271ad0a1a6f54f1|In Wohnblocks, die von Bäumen und Grün umgeben sind, kommt es zu weniger Verbrechen.|in wohnblocks, die von bäumen und grün umgeben sind, kommt es zu weniger verbrechen.
4d60ad97ffd12af2d1e1597656500df7|Tom arbeitet schwarz, weil ihm nur das Existenzminimum bleibt.|tom arbeitet schwarz, weil ihm nur das existenzminimum bleibt.
a8c31c42dbddb588bb5037c62c195ee3|Das ist kein Hut, sondern ein Sombrero.|das ist kein hut, sondern ein sombrero.
f3e6bc8e8c47d192fff0f1c26174e596|Die Bratkartoffeln sind verbrannt. Die taugen leider nur noch für die Mülltonne.|die bratkartoffeln sind verbrannt. die taugen leider nur noch für die mülltonne.
5978aedac3181412c2cec92bb67653a5|Wir sind auf der richtigen Etage.|wir sind auf der richtigen etage.
9eaa5c04298a69fa0e015ecc6c20ed9a|Dasselbe wollen und dasselbe nicht wollen, das erst ist feste Freundschaft.|dasselbe wollen und dasselbe nicht wollen, das erst ist feste freundschaft.
0d15bcf5599037c249b065583828d670|Ich wünschte, ich hätte auch so schöne lange Haare!|ich wünschte, ich hätte auch so schöne lange haare!
cb723948ba8bf2af8d5ae21dd3e6c480|Wann öffnet sie?|wann öffnet sie?
401b5d2eb267fc0c82f1e6bd83a1244e|Tom besprach mit dem Kellner jedes Gericht auf der Speisekarte, bevor er bestellte.|tom besprach mit dem kellner jedes gericht auf der speisekarte, bevor er bestellte.
79095234e5e12e9a42c0ba836680eecb|In der Gegend lebte aber ein alter Mann namens Chromis, der ein eigenes Stück Land bebaute.|in der gegend lebte aber ein alter mann namens chromis, der ein eigenes stück land bebaute.
1d16c399a2216d048ce5c4d64ae30635|Wie viel wiege ich?|wie viel wiege ich?
eb8353ad072d953096ce7270ed4eb379|Du weißt doch, dass wir das nicht kaufen können.|du weißt doch, dass wir das nicht kaufen können.
ea64251b2e93f7f18a71628f8fb24ebd|Sie leben friedlich.|sie leben friedlich.
e62b9e8ee251a1ee8a9ab9dec89df646|„Wollen wir bis morgen warten?“ – „Gut, aber nur bis mittags.“|„wollen wir bis morgen warten?“ – „gut, aber nur bis mittags.“
6566acc7deeb6a91546370bccd884a9a|Tom ist einmal falsch abgebogen.|tom ist einmal falsch abgebogen.
80901327cdfe653424deecec7adc4e21|Ich bin kein Arzt; ich bin kein Doktor der Medizin.|ich bin kein arzt; ich bin kein doktor der medizin.
515489fa25f78ba87715c6c7807965b3|Ich habe schmutzige Füße.|ich habe schmutzige füße.
90dcb7f60ec6412074d4c811046e8fe7|Die Verkehrsbedingungen sind heute schlecht.|die verkehrsbedingungen sind heute schlecht.
5f6a235cea4da144fd3ca7d9f191ae42|Er lernt diese Fremdsprache.|er lernt diese fremdsprache.
ab7d4e892d89c308a15b36225a2e0db5|Wir haben uns über die große Beteiligung sehr gefreut.|wir haben uns über die große beteiligung sehr gefreut.
9e446c0c7239668bdf011c13084c45a7|Willst du mir nicht etwas sagen?|willst du mir nicht etwas sagen?
8f4f07077f2a9b2670d7a67e4928eb15|Ein genialer Plan, aber wie soll man ihn durchführen?|ein genialer plan, aber wie soll man ihn durchführen?
8922e2a5582f24bf52392617443e0206|Tom, ich erwähle dich!|tom, ich erwähle dich!
c903bc9f657f63c34428e4755ce424e4|Diese Teetasse ist fast durchsichtig.|diese teetasse ist fast durchsichtig.
8d23beead0fa52109b5a2869dafe7d40|Gibt es einen Platz, an dem man seine Schuhe wechseln kann?|gibt es einen platz, an dem man seine schuhe wechseln kann?
88adf55b6f47e4fcbc7213333084d063|Die Fernsehserie hat die Beliebtheit des Spiels beträchtlich gesteigert.|die fernsehserie hat die beliebtheit des spiels beträchtlich gesteigert.
1aaf4d6746e00721f09ca1d49f5d8de3|Arbeite, um zu leben; lebe nicht, um zu arbeiten!|arbeite, um zu leben; lebe nicht, um zu arbeiten!
8806ff8bc7dde5a7676f7dc4ea958d50|Ich will arbeiten, um zu leben, und nicht leben, um zu arbeiten.|ich will arbeiten, um zu leben, und nicht leben, um zu arbeiten.
b2a09f7e1d607b9a7d7edb64daf6819c|Wo kaufst du dein Holz?|wo kaufst du dein holz?
d2705a88529b31ce57273822c3b6c00e|Hat er seinen Sportwagen immer noch nicht bezahlt?|hat er seinen sportwagen immer noch nicht bezahlt?
34ad4501f7d3d31ff36927c87ab035b8|Maria starrte Georg bewundernd an.|maria starrte georg bewundernd an.
211bde84eecd4721504715591a2407c7|Sie ist meine Nachbarin.|sie ist meine nachbarin.
56d942f9ac28a699fa87d164e5aea229|Wo ist die Richterin?|wo ist die richterin?
e9547a510ea5e4cdc3e3e5f272ceb191|Wie kann ich euch behilflich sein?|wie kann ich euch behilflich sein?
aa7c02759a86c84474b68ab6fee96f71|Ich bin in der Straßenbahn eingeschlafen und habe meine Haltestelle verpasst.|ich bin in der straßenbahn eingeschlafen und habe meine haltestelle verpasst.
3078c202a4c068c85e0c173abd00270c|Ich habe wegen ungenügender Frankierung eine Strafzahlung geleistet.|ich habe wegen ungenügender frankierung eine strafzahlung geleistet.
b130ba549271006ab395d01651c5ab15|Wer ist der andere Typ?|wer ist der andere typ?
0f6e6b52314c3a1567f7d60b49901593|An ehemalige Firmenchefs: Finden Sie ein Unternehmen. Wir kaufen es. Sie werden es führen.|an ehemalige firmenchefs: finden sie ein unternehmen. wir kaufen es. sie werden es führen.
78812fc839944f52f83e97236deac0f9|Der Ideenreichtum der Menschheit ist am größten, wenn jemand auf dumme Ideen kommt.|der ideenreichtum der menschheit ist am größten, wenn jemand auf dumme ideen kommt.
483788b4fb21e54ace331369f57c951b|Sie bildeten Fünfergruppen.|sie bildeten fünfergruppen.
55fc09d73e1c0186c58960117217c774|Gehst du gerne ins Kino?|gehst du gerne ins kino?
85235751349f5eee20e7ff65882f2582|Er mag es nicht, wenn man ihm teure Geschenke macht.|er mag es nicht, wenn man ihm teure geschenke macht.
a9f9f4cd8d665304076a9fa0b5f3c12a|Natürlich weiß er es.|natürlich weiß er es.
c0891c4f23edea4ba0b0e9ec2ed1b8a2|Reich wird, wer in Unternehmen investiert, die weniger kosten, als sie wert sind.|reich wird, wer in unternehmen investiert, die weniger kosten, als sie wert sind.
d8c755920ceba6914ba4bf2fd8f72466|Ich bin Niederländer.|ich bin niederländer.
9a80b6ff7140f446c60e2f6b4aa888ea|Er ging in ein Café und bestellte sich ein Croissant und einen Kaffe.|er ging in ein café und bestellte sich ein croissant und einen kaffe.
dcb2aca2a6ac4d692822bef2f50abf20|Sie schwimmen.|sie schwimmen.
862f5af19cb0e9bbe36acf958960de90|Habt ihr einen Termin?|habt ihr einen termin?
19d43c8ce5b059d226ed3b26ed3b6daa|Leute, die miteinander quatschen, werden auseinandergesetzt.|leute, die miteinander quatschen, werden auseinandergesetzt.
10e856d6d4be3c5159c84b061a3552ca|Plötzlich unterbrach ein Geräusch von draußen meine Meditation.|plötzlich unterbrach ein geräusch von draußen meine meditation.
130e35fae6a3e76e43383e8fb22786c0|Zwei Obdachlose sind hereingekommen und haben im Treppenhaus geschlafen.|zwei obdachlose sind hereingekommen und haben im treppenhaus geschlafen.
6f2b876948db985ae2854db248eee6a7|Ist das der Bürgermeister?|ist das der bürgermeister?
cc9464112b7401fb41b2a2441e3c0cf0|Ich will nur ein paar Erinnerungsstücke, um mich an diesen Ort zu erinnern.|ich will nur ein paar erinnerungsstücke, um mich an diesen ort zu erinnern.
b0e765bb6539c8775ef7ca7b0da2203e|Ich habe keine Ahnung gehabt, dass es gestohlen war.|ich habe keine ahnung gehabt, dass es gestohlen war.
de76c41e41ef68f99b5b4368c1557751|Mein Geburtsort ist ein berühmter Kurort mit Thermalquellen.|mein geburtsort ist ein berühmter kurort mit thermalquellen.
79c8f1c1a2c4b952e1262f74d1da8540|Ich kaufe mein Brot lieber bei einem Handwerksbäcker als bei einer Bäckereikette.|ich kaufe mein brot lieber bei einem handwerksbäcker als bei einer bäckereikette.
8d8650b96b2e5e5530f32388fd5d8f8c|Ich will nicht bleiben.|ich will nicht bleiben.
40fd0e1c3e6d86678b1ac275532ff364|Toms Geburtstagstorte war wunderbar.|toms geburtstagstorte war wunderbar.
df16e529587b70b5bedf5c9d1c993151|Er war kein Einbruch.|er war kein einbruch.
a34dd5754c95772dce1977f2277c2246|Tom hätte nicht sterben müssen.|tom hätte nicht sterben müssen.
38c499c7463cb4b01a4286f7cef92464|Petra hat den lautesten Staubsauger gekauft, den sie auf dem Markt finden konnte.|petra hat den lautesten staubsauger gekauft, den sie auf dem markt finden konnte.
d4bee75ebcae5652611d5a648469c315|Könntest du mit dem Unkrautjäten und Blumengießen helfen?|könntest du mit dem unkrautjäten und blumengießen helfen?
13b858849617d33cd703f3ceb642c23d|Warum bist du nicht im Krankenhaus? Haben sie dich entlassen?|warum bist du nicht im krankenhaus? haben sie dich entlassen?
318a015344d0cf1144c6a015a9adc20f|Wenn du heute gekommen wärst, hätte ich dir tausend Francs gegeben.|wenn du heute gekommen wärst, hätte ich dir tausend francs gegeben.
d8bbc58c543e44e4116139c1bc0a8184|Typisch sind Ping-Zeiten im Bereich von 5 bis 30 Millisekunden.|typisch sind ping-zeiten im bereich von 5 bis 30 millisekunden.
1b00e37a63fe61935ae4c8e3dbf63c48|Hast du einen Abschleppwagen gerufen?|hast du einen abschleppwagen gerufen?
07c479ffa179ca8699ed3c24a34b0764|Das Neandertal ist nach dem Theologen Joachim Neander benannt.|das neandertal ist nach dem theologen joachim neander benannt.
da4c3b491a965ce4df6fc17a38774d0f|Wer kümmert sich um Fabienne?|wer kümmert sich um fabienne?
81583f4b2fb08b8198021394ba060969|Hast du je von mir geträumt?|hast du je von mir geträumt?
ffc78e4188a8a69a6a5a7d35d9807396|Ich schwöre, dass ich auf dich warten werde.|ich schwöre, dass ich auf dich warten werde.
8f9d7d9fb20cbb629c1c08590295bdcc|„Wie findest du mein Kleid?“ – „Ich finde es eher zu kurz.“|„wie findest du mein kleid?“ – „ich finde es eher zu kurz.“
7f6f576e2c52c8bd847a110e65d40c7d|Alles, was sie weiß, das habe ich ihr beigebracht.|alles, was sie weiß, das habe ich ihr beigebracht.
551d185b4607d50b24168162ba02180e|Viele haben es versucht.|viele haben es versucht.
2da64eb7a71ba269dfdfdd3a7b831372|Mir ist da ein Malheur passiert. Ich möchte am liebsten im Erdboden versinken.|mir ist da ein malheur passiert. ich möchte am liebsten im erdboden versinken.
8f9b72bbe33f9fde3fe82a266fc6e6f8|Hat er es dir abgekauft?|hat er es dir abgekauft?
5ead1da8ba72e366598e1be3af97cde0|Was für ein trauriger Februarbeginn!|was für ein trauriger februarbeginn!
6658b0903bb45e7963a0f211ab8cda4d|Wenn es morgen schön ist, gehe ich hin.|wenn es morgen schön ist, gehe ich hin.
c8a249d50b02ccb9a013d834b6638472|Ich esse meine vierte Erdbeere.|ich esse meine vierte erdbeere.
06bf2b75c6150d0635b4f8e720969caf|Ich dachte nur, dass ich noch mal nachsehen sollte.|ich dachte nur, dass ich noch mal nachsehen sollte.
c962c0bf26e86a410f57e89eccb164d7|Wenn Dreiecke einen Gott hätten, würden sie ihn mit drei Ecken ausstatten.|wenn dreiecke einen gott hätten, würden sie ihn mit drei ecken ausstatten.
7392e3a8dcf00757d7ef157edd6d49be|Medizin muss bitter schmecken, sonst nützt sie nichts.|medizin muss bitter schmecken, sonst nützt sie nichts.
e3a03efe6b3a841132e49cdb0293bb9f|Sie haben den Abwasch stehen gelassen.|sie haben den abwasch stehen gelassen.
71d3ffe96979da34fd0a973d4da48ccf|Origami kannst du mir überlassen! Alles andere kann ich aber nicht.|origami kannst du mir überlassen! alles andere kann ich aber nicht.
21ce8248af53557ac793f72175b8f45b|Wenn du hinter mir bleibst, kann ich dich verteidigen.|wenn du hinter mir bleibst, kann ich dich verteidigen.
ab756caf1964f7137fd9a1f2abb469e7|Lena spricht gut Deutsch, Nina spricht es besser, am besten von uns allen aber spricht es Emilia.|lena spricht gut deutsch, nina spricht es besser, am besten von uns allen aber spricht es emilia.
